이름,생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한 제품,친환경차,제품 구매 날짜,거래 금액,거래 방식,제품 구매 빈도,제품 구매 경로,제품 출시년월,지역,고객 세그먼트
Lucia Navarro,1987-10-15,38,남,371-775-0139x63772,dmenchaca@hotmail.com,"Calzada Norte Carrillo 407 Edif. 252 , Depto. 408, Vieja Bolivia, TAB 15353-3844",hmarrero,2023-04-15,준대형 SUV,Sorento,False,2024-10-25,63415128,계좌이체,1,온라인,2020-07,멕시코,0
Miguel Rivera,1981-06-06,44,여,07741184287,paoladelgadillo@yahoo.com,"Calzada Guanajuato 900 719, San Patricio de la Montaña, NL 18507-7349",chaconindira,2022-06-12,준중형 해치백,Zhipao,False,2024-03-27,48124784,계좌이체,1,온라인,2020-09,멕시코,0
Antonio Torres,1975-01-08,50,여,370.685.4054x445,maria-cristinaespinosa@gmail.com,"Calle Panamá 412 Edif. 987 , Depto. 653, San Hugo los bajos, NAY 70821-7762",virginiaroybal,2024-12-19,대형 세단,Telluride,False,2025-01-05,67857558,신용카드,4,오프라인,2021-03,멕시코,1
Camila Torres,1988-11-01,37,여,111-277-1070x9571,ydiaz@hotmail.com,"Privada Rangel 961 Edif. 920 , Depto. 850, Nueva Côte d'Ivoire, TAB 39156-5087",resendezrodolfo,2024-05-03,준대형 세단,Sportage,False,2024-11-12,63067344,현금,2,오프라인,2018-08,멕시코,0
Diego Carlos,1985-03-20,40,남,(854)501-7075x93494,mariselaquiroz@yahoo.com,"Boulevard México 793 651, Vieja Tailandia, MOR 44625-5635",wmayorga,2024-07-10,중형 SUV,C'eed,False,2024-09-08,20622529,신용카드,3,온라인,2019-03,멕시코,2
Diego Carlos,1983-07-08,42,여,1-052-096-7337,octaviosolorzano@collazo.com,"Retorno Sur Montalvo 444 470, Nueva Swazilandia, ZAC 05222",conchita34,2024-08-08,준대형 세단,KX1,False,2024-09-04,65783943,현금,5,오프라인,2023-10,멕시코,1
Miguel Morales,1980-06-13,45,여,1-056-826-3282,zalcala@escalante.com,"Diagonal Carvajal 094 837, Nueva República Dominicana, PUE 12215",ariadnalebron,2023-11-27,대형 세단,C'eed CUV,False,2024-08-06,45179179,계좌이체,2,온라인,2019-01,멕시코,0
Diego Navarro,1989-05-10,36,남,266-299-4703x1328,rubencedillo@despacho.com,"Diagonal Iglesias 134 Edif. 404 , Depto. 963, San Camila los altos, SON 67634-4528",valenciaignacio,2024-02-16,준대형 SUV,Optima / K5,False,2024-09-04,25858841,신용카드,2,온라인,2019-11,멕시코,3
Sofia Martinez,1970-08-19,55,여,247.687.1391x59076,jose-manuel36@rodriquez.com,"Circuito Norte Solano 085 067, Nueva República Federal Democrática de Nepal, CAMP 19133",mloya,2024-09-20,중형 SUV,KX5,False,2025-01-07,50309080,신용카드,4,오프라인,2018-01,멕시코,1
Camila Carlos,1975-02-22,50,여,483.021.0878x70448,serafin66@gmail.com,"Circuito Norte Zúñiga 193 Edif. 031 , Depto. 584, Vieja Madagascar, COAH 29383-1159",germanrojas,2022-05-27,소형 해치백,Carnival (CKD),False,2022-10-15,26974033,신용카드,3,오프라인,2022-04,멕시코,2
Antonio Martinez,1986-04-25,39,남,1-807-285-4789x4109,mchavez@yahoo.com,"Diagonal Orozco 798 Interior 126, San Jaime los altos, DGO 97160",yrascon,2024-07-14,소형 해치백,Optima / K5,False,2024-12-30,66054219,현금,1,오프라인,2021-08,멕시코,0
Lucia Hernandez,1987-05-13,38,여,(486)629-9818x15826,esteban93@villalpando-luevano.com,"Peatonal Norte Maya 799 Interior 396, Nueva Antigua y Barbuda, HGO 53296",ballesterosraquel,2022-08-04,대형 세단,Optima / K5,False,2024-08-02,42641104,신용카드,1,온라인,2020-03,멕시코,3
Diego Torres,1988-03-26,37,남,(337)389-9308x27641,grodarte@matos-resendez.com,"Viaducto Guanajuato 279 023, Vieja Bulgaria, DGO 10316-7086",solorzanorufino,2022-06-20,준대형 SUV,KX3,False,2024-06-28,35094096,계좌이체,1,온라인,2023-09,멕시코,3
Juan Rivera,1995-08-27,30,남,1-198-588-6615x455,sofia55@bustamante.biz,"Viaducto Sinaloa 997 Edif. 936 , Depto. 872, San Olga los altos, VER 64307-1894",merinomagdalena,2024-04-21,준중형 해치백,Seltos,False,2024-09-26,35879570,계좌이체,2,오프라인,2020-06,멕시코,3
Valeria Hernandez,1982-04-03,43,여,719.615.1335x946,leticia25@yahoo.com,"Callejón Zacatecas 747 Edif. 326 , Depto. 435, Vieja Nigeria, COL 79151",elizondohomero,2023-12-15,준중형 해치백,Carens MPV,False,2024-06-06,25840978,현금,1,오프라인,2021-09,멕시코,3
Renata Martinez,1988-02-17,37,남,1-314-704-2499x31780,gaonaemilio@najera-zepeda.com,"Privada Norte Loera 811 Edif. 791 , Depto. 720, Nueva Niger, Q. ROO 02450-3895",alvaroquintero,2024-06-04,준중형 세단,Sportage,False,2024-06-29,38960907,신용카드,1,온라인,2021-05,멕시코,3
Diego Rivera,1973-03-26,52,남,(433)570-5189x157,caridadveliz@club.com,"Privada Coahuila de Zaragoza 064 185, Nueva Togo, JAL 02378",aguillen,2022-09-20,준대형 SUV,Rio(pride),False,2023-12-16,29226674,현금,2,오프라인,2021-09,멕시코,3
Lucia Morales,1976-06-03,49,여,117.734.8849x54098,vcandelaria@corporacin.com,"Viaducto Norte Lozada 107 Edif. 509 , Depto. 206, San Amador los bajos, SLP 77620",vallesalonso,2022-07-05,준중형 세단,Sonet,False,2023-07-20,48972827,계좌이체,4,오프라인,2019-01,멕시코,1
Antonio Romero,1990-05-10,35,남,(802)746-4491x876,xnavarrete@caldera.net,"Cerrada Norte Perea 886 Interior 391, Nueva Cabo Verde, MOR 77520-4747",gonzalezdulce-maria,2023-06-19,준중형 세단,KX3,False,2023-09-25,58501177,계좌이체,2,온라인,2023-04,멕시코,0
Sofia Hernandez,1993-05-11,32,남,(487)696-4768,achacon@despacho.com,"Continuación Sur Montemayor 938 Edif. 990 , Depto. 254, Vieja Eritrea, ZAC 20760-4978",karinacolon,2023-11-24,준중형 해치백,Tucson(NX4),False,2024-11-30,62722822,계좌이체,1,오프라인,2020-09,멕시코,0
Valeria Carlos,1982-07-16,43,여,553-631-8242x58055,fbenavides@grupo.com,"Retorno Argentina 069 Interior 725, Vieja Etiopía, MOR 09551",ana-luisa91,2023-03-05,중형 SUV,K5,False,2024-12-24,21807135,현금,1,오프라인,2022-07,멕시코,3
Sofia Vargas,1971-06-21,54,남,(208)138-0546x5422,marisol56@hotmail.com,"Prolongación Sinaloa 950 Interior 185, Vieja Eritrea, YUC 37975-8735",marisolzavala,2023-06-26,중형 세단,Carnival (CKD),False,2023-08-10,34218182,신용카드,3,온라인,2020-11,멕시코,2
Andres Hernandez,1997-05-14,28,여,090-836-2754x34539,mariselasaenz@hotmail.com,"Pasaje Croacia 194 Interior 697, Vieja Kuwait, MICH 07315-0618",adelavillagomez,2022-06-26,준대형 SUV,Accent (HC),False,2024-09-30,50760576,계좌이체,2,오프라인,2022-08,멕시코,0
Andres Martinez,1972-10-16,53,남,277-781-1737,estefaniatejada@industrias.com,"Boulevard Sur Mendoza 053 Edif. 664 , Depto. 277, San Cynthia de la Montaña, Q. ROO 29957",andreaozuna,2022-06-17,대형 SUV,K5,False,2022-10-17,59177275,신용카드,2,오프라인,2019-08,멕시코,0
Sofia Hernandez,1999-01-30,26,여,+21(1)8135482363,velakarla@grupo.org,"Peatonal Norte Olivárez 754 068, Vieja Malawi, MICH 54565-1468",salvadorsaucedo,2024-07-29,중형 세단,Sportage,False,2024-12-28,64620749,신용카드,2,온라인,2022-04,멕시코,0
Andres Romero,1986-08-31,39,여,533-441-2577x9119,ialmonte@jaimes.com,"Eje vial Miramontes 859 859, San Aurora los altos, COL 52731-8243",teodorolemus,2023-10-06,픽업트럭,Rio(pride),False,2024-04-23,21448468,계좌이체,1,오프라인,2020-12,멕시코,3
Sofia Vargas,1973-04-03,52,여,01644681626,rosaliabarragan@club.net,"Calzada Chihuahua 401 117, Vieja Países Bajos, YUC 92761",marcosroque,2023-08-07,준중형 SUV,Forte,False,2024-12-02,33729387,신용카드,1,오프라인,2023-11,멕시코,3
Juan Morales,1998-08-07,27,여,642-231-2999x3675,gfernandez@yahoo.com,"Circuito Ávila 278 410, San Karla los bajos, QRO 63135-1913",eugeniaolivares,2023-05-04,대형 SUV,K5,False,2023-09-13,66591239,계좌이체,1,오프라인,2018-03,멕시코,0
Miguel Morales,1967-08-10,58,남,724-064-9764x77311,de-la-torreivonne@gmail.com,"Eje vial Sur Tórrez 243 Interior 138, San David de la Montaña, SIN 71500-9211",benavidesrene,2023-02-04,대형 세단,Tucson(NX4),False,2023-12-25,30127913,신용카드,1,온라인,2018-10,멕시코,3
Camila Vargas,1983-05-19,42,남,423-896-7142x54709,dolivo@hotmail.com,"Viaducto Barraza 737 996, San Rodrigo de la Montaña, GTO 59689-8286",oswaldoriojas,2024-10-03,중형 SUV,Sorento,False,2024-12-14,25578530,신용카드,1,오프라인,2023-07,멕시코,3
Juan Martinez,1991-04-06,34,여,293.990.5981,carrascoguillermo@laboratorios.com,"Circunvalación Colima 847 206, Nueva Guinea, GTO 17444-6368",gabinomarin,2023-08-24,소형 해치백,Carnival (CKD),False,2023-12-24,44159370,계좌이체,3,오프라인,2022-03,멕시코,1
Antonio Morales,1991-12-03,34,남,889.553.8334x225,aneljaramillo@ruiz-tapia.net,"Callejón Oaxaca 043 Edif. 947 , Depto. 998, Vieja Polonia, OAX 78742-9801",pascual13,2024-04-07,중형 SUV,Carnival (CKD),False,2024-06-04,47064925,신용카드,1,온라인,2023-11,멕시코,0
Camila Carlos,1978-02-07,47,남,1-290-072-1378x70313,osamaniego@grupo.com,"Circuito Sur Sotelo 520 Interior 835, Nueva Canadá, GRO 88084-8405",zaltamirano,2024-06-15,소형 해치백,KX1,False,2024-11-11,23523426,계좌이체,4,오프라인,2021-07,멕시코,2
Renata Morales,1982-01-14,43,여,(348)923-3586,qllamas@gmail.com,"Periférico Cabrera 589 Edif. 667 , Depto. 666, San Camila de la Montaña, TAB 72682-9337",georginaarenas,2024-12-31,픽업트럭,K5,False,2025-03-21,62401520,신용카드,2,온라인,2019-12,멕시코,0
Lucia Cruz,1990-03-19,35,여,1-596-727-6919,rosazedillo@irizarry-diaz.com,"Periférico Norte Jaramillo 509 Interior 223, Vieja Filipinas, TAB 41449",alvaroaragon,2023-07-12,준중형 해치백,Cerato,False,2024-01-06,35381191,현금,2,온라인,2022-09,멕시코,3
Diego Carlos,1988-05-12,37,여,392.536.3922x862,esparta49@hotmail.com,"Calzada Mata 966 414, San Marisol los bajos, CHIS 81568",ucarrasco,2025-01-22,준중형 SUV,Carens MPV,False,2025-02-10,39232783,현금,2,온라인,2019-11,멕시코,3
Lucia Carlos,1985-02-28,40,남,414-399-7293x56768,figueroayolanda@yahoo.com,"Viaducto Salinas 073 Edif. 486 , Depto. 233, San Alvaro los bajos, CAMP 10298-2177",npreciado,2023-08-17,중형 세단,Tucson(NX4),False,2024-07-21,57060265,현금,2,온라인,2018-06,멕시코,0
Antonio Hernandez,1983-01-30,42,남,479.397.0635x66064,blanca53@mora.com,"Corredor Maestas 518 971, San Ruby los bajos, VER 92996-1313",dborrego,2024-08-29,준중형 SUV,K5,False,2024-10-14,39915809,계좌이체,5,온라인,2023-06,멕시코,2
Camila Carlos,1968-03-29,57,여,562.427.5024x987,abelardosegura@tafoya-ceja.org,"Continuación Norte Marrero 221 653, Vieja Emiratos Árabes Unidos, CAMP 78541-3887",fuentesalvaro,2023-08-05,중형 세단,K5,False,2025-01-18,38442722,현금,2,온라인,2023-11,멕시코,3
Valeria Hernandez,1979-03-04,46,남,338-912-1049x40324,mendozaleonel@laboratorios.com,"Calzada Sur Delgado 174 Edif. 065 , Depto. 756, Vieja Noruega, JAL 27154",camila13,2025-03-12,소형 해치백,EV9,True,2025-03-27,62151120,현금,1,온라인,2023-10,멕시코,0
Diego Martinez,1965-01-17,60,남,332-959-2788,castanedajacobo@cano-zepeda.com,"Boulevard Norte Partida 951 Interior 735, Vieja Chad, SLP 31009-5503",santiago02,2024-05-18,픽업트럭,KX3,False,2024-05-18,35256922,현금,6,오프라인,2020-12,멕시코,2
Lucia Morales,1985-08-05,40,여,(736)261-7193x151,bmaldonado@yahoo.com,"Calzada Malasia 972 Interior 743, San Araceli de la Montaña, MEX 90624",abel43,2024-12-24,준중형 해치백,C'eed,False,2025-02-06,44195126,신용카드,4,오프라인,2019-11,멕시코,1
Antonio Hernandez,1979-08-25,46,남,(178)372-7044x7210,silvia38@alvarado.org,"Ampliación Norte Mora 088 Interior 413, San Berta de la Montaña, Q. ROO 28024",calderonrodolfo,2023-09-12,픽업트럭,K2,False,2023-12-15,53092476,현금,1,온라인,2019-03,멕시코,0
Juan Carlos,1986-03-20,39,여,919-467-9650x6378,israelcepeda@yahoo.com,"Avenida Angola 543 Interior 624, San Eloy los bajos, QRO 41032",gabinochavez,2023-03-16,중형 세단,C'eed,False,2024-12-10,26629732,현금,1,온라인,2023-10,멕시코,3
Valeria Vargas,1978-11-16,47,여,519.768.7350,nayeli15@estrada-mercado.com,"Andador León 979 Interior 859, Nueva Jamaica, SLP 32908-9669",castanedacynthia,2023-08-23,준대형 SUV,K4,False,2024-10-30,51923646,계좌이체,4,온라인,2021-11,멕시코,1
Juan Martinez,1969-02-02,56,여,(055)457-4655x886,dsauceda@hotmail.com,"Prolongación Guerrero 978 249, Vieja Trinidad y Tabago, HGO 93502-2809",fhurtado,2024-06-27,준대형 SUV,C'eed CUV,False,2024-12-06,21684494,신용카드,2,오프라인,2021-09,멕시코,3
Lucia Navarro,1980-04-16,45,여,737-793-5489x307,abregohernan@de.com,"Privada Querétaro 831 Interior 697, Nueva Finlandia, AGS 52658-2280",rlinares,2022-12-05,중형 SUV,KX1,False,2023-01-07,40850693,계좌이체,1,오프라인,2020-02,멕시코,3
Andres Morales,1985-05-25,40,남,1-362-214-9406,carmen00@trejo.info,"Callejón Botswana 355 Interior 519, Nueva Barbados, TAMPS 26325-0325",rubiodiego,2024-04-26,준대형 SUV,KX5,False,2024-05-24,43026240,계좌이체,4,온라인,2021-07,멕시코,1
Miguel Navarro,2000-01-28,25,남,+98(4)6997939828,isaacpedroza@proyectos.com,"Prolongación Swazilandia 558 Interior 174, Vieja Venezuela, MOR 65863",georgina78,2023-04-19,준중형 해치백,Accent (HC),False,2023-09-06,64372235,현금,4,오프라인,2020-02,멕시코,1
Antonio Navarro,1991-10-13,34,남,(249)914-4301x43876,dmaestas@manzanares.com,"Viaducto Nayarit 923 Interior 336, San Úrsula de la Montaña, BCS 70305",botelloyuridia,2022-06-01,준중형 세단,Rio(pride),False,2024-01-31,32838985,현금,4,온라인,2021-09,멕시코,2
Lucia Hernandez,1969-03-04,56,남,02895169781,dlerma@gmail.com,"Calle Sur de la Fuente 156 874, Nueva Chile, CHIH 83184",ignacio69,2023-06-11,소형 해치백,Telluride,False,2023-09-30,28502198,현금,5,오프라인,2020-08,멕시코,2
Renata Martinez,1989-03-23,36,여,226-497-1071x4217,naranjoconchita@zayas.com,"Privada Norte Collado 803 530, San Pamela de la Montaña, SLP 53365-8896",hcoronado,2024-10-08,대형 세단,Syros,False,2024-10-13,62877399,신용카드,1,온라인,2023-12,멕시코,0
Renata Vargas,1970-03-13,55,여,04274799963,qacosta@hotmail.com,"Calle Qatar 899 085, San Flavio los bajos, JAL 49156",sernamarcos,2022-12-30,픽업트럭,KX1,False,2024-05-29,56373528,신용카드,1,온라인,2022-06,멕시코,0
Renata Torres,1997-04-07,28,여,504.410.4524,ssotelo@valles-de.net,"Continuación México 499 Edif. 729 , Depto. 277, San Graciela de la Montaña, BCS 59495",martha23,2022-12-01,준중형 해치백,Sportage,False,2024-04-22,21597301,현금,1,오프라인,2021-02,멕시코,3
Juan Morales,1988-07-29,37,남,+97(5)3242494209,irmarobledo@yahoo.com,"Circuito Benin 159 866, San Marcela los bajos, TAMPS 96637",ceciliasegura,2024-05-29,준대형 세단,K4,False,2024-12-10,31614376,신용카드,1,오프라인,2018-02,멕시코,3
Antonio Rivera,1991-04-19,34,여,584-202-3424,cynthiavelez@hotmail.com,"Circunvalación Guinea Bissau 147 222, Vieja República Dominicana, MEX 45981",nazarioana-maria,2023-07-01,준중형 해치백,C'eed,False,2024-11-21,43905621,현금,1,온라인,2021-11,멕시코,3
Sofia Hernandez,1996-08-16,29,여,(813)461-8572x48723,rzamora@gmail.com,"Cerrada Sur Murillo 910 Edif. 065 , Depto. 381, San María Teresa los altos, SLP 89777",joaquin10,2022-07-03,중형 세단,KX7,False,2024-06-11,37370352,계좌이체,4,오프라인,2021-06,멕시코,2
Diego Cruz,1984-02-25,41,남,1-164-703-4142x479,linda19@rolon.com,"Cerrada Togo 091 Edif. 433 , Depto. 187, San Elvira los bajos, YUC 22678",guillerminahurtado,2023-01-19,중형 세단,Optima / K5,False,2024-04-29,58728305,현금,4,오프라인,2019-10,멕시코,1
Valeria Martinez,1994-10-05,31,남,+67(4)7169568601,vtrevino@gmail.com,"Calle Chihuahua 673 Interior 985, Vieja Andorra, GTO 00746",salmade-la-torre,2023-11-10,소형 해치백,Tucson(NX4),False,2024-05-31,32580217,신용카드,4,온라인,2018-08,멕시코,2
Renata Cruz,1964-11-06,61,남,1-614-242-1466x51882,deliapineda@moya-renteria.biz,"Prolongación Quintana Roo 254 170, San Adela los altos, MOR 23752",angelicazepeda,2023-09-10,픽업트럭,K3,False,2024-02-09,63564750,현금,2,오프라인,2019-11,멕시코,0
Renata Hernandez,1971-06-04,54,남,210.684.2658x1719,izamudio@gmail.com,"Circuito Gómez 041 195, San Samuel los bajos, BC 52674-9760",wilfridomalave,2022-10-02,대형 세단,Syros,False,2024-05-09,47175391,계좌이체,2,오프라인,2023-08,멕시코,0
Juan Rivera,1993-09-15,32,남,1-720-170-7601x72410,liliana30@camarillo.biz,"Viaducto Carrillo 416 Edif. 677 , Depto. 205, Nueva Canadá, BCS 61561-1765",luis-manuel30,2023-05-21,소형 해치백,KX5,False,2024-01-07,21955502,계좌이체,1,오프라인,2023-12,멕시코,3
Sofia Martinez,1998-04-21,27,남,384-701-1548x90881,marisol80@gmail.com,"Calle Baja California 658 Interior 640, San Anel los bajos, GTO 24628",uchapa,2022-12-29,준중형 SUV,Optima / K5,False,2024-09-05,40958398,계좌이체,1,오프라인,2022-08,멕시코,3
Renata Hernandez,1996-07-01,29,남,349.086.0137,ramiroquiroz@gmail.com,"Boulevard Sur Quintana 969 140, San Fernando los bajos, NL 50732-9818",flucero,2024-03-10,대형 세단,Carens MPV,False,2024-06-01,55726620,현금,3,오프라인,2020-12,멕시코,1
Juan Romero,1972-09-11,53,남,743-981-0040,roqueesmeralda@gmail.com,"Circuito Urbina 424 Edif. 690 , Depto. 130, Nueva Eslovenia, PUE 41207",camila13,2024-12-28,대형 세단,KX1,False,2025-01-09,41690864,계좌이체,1,오프라인,2018-10,멕시코,3
Valeria Torres,1999-08-31,26,남,286-420-0952,aldonzapadron@hotmail.com,"Cerrada Morelos 134 Edif. 048 , Depto. 545, San Aldonza los altos, GTO 71760-1462",maciasguillermo,2023-10-12,소형 해치백,K4,False,2024-07-29,59452473,계좌이체,6,온라인,2022-07,멕시코,1
Andres Carlos,1992-02-08,33,여,1-159-140-4928x6795,ojedacynthia@lara-montanez.com,"Avenida Qatar 199 643, Vieja República Árabe Siria, COL 81690",jorge-luis45,2024-10-29,대형 SUV,C'eed CUV,False,2025-03-13,68786030,현금,5,온라인,2020-02,멕시코,1
Renata Morales,1975-10-08,50,남,+88(1)8467449859,adamemauro@yahoo.com,"Periférico Sur Olvera 666 Edif. 320 , Depto. 665, San Karla los altos, AGS 52753-8363",jos99,2024-07-26,대형 세단,C'eed,False,2024-07-26,66432591,신용카드,1,오프라인,2022-01,멕시코,0
Valeria Hernandez,1990-05-08,35,여,1-696-936-1001x71250,fadame@gmail.com,"Corredor Norte Ureña 044 396, San Arcelia los altos, PUE 42562",villalpandoamanda,2024-10-11,중형 SUV,Telluride,False,2024-11-27,32395801,현금,1,오프라인,2023-12,멕시코,3
Valeria Vargas,1983-11-06,42,남,(261)744-2882,pbecerra@gmail.com,"Viaducto Villareal 080 Edif. 060 , Depto. 050, Nueva Trinidad y Tabago, TAMPS 33132-2557",olivojonas,2022-06-11,대형 세단,K3,False,2024-11-01,41629836,신용카드,4,오프라인,2020-10,멕시코,2
Camila Martinez,1984-04-12,41,여,(094)895-4792x64483,esquivelestela@caban.com,"Continuación Norte Irizarry 316 Edif. 294 , Depto. 823, Vieja Estados Unidos de América, BC 63924",kmacias,2023-02-27,준대형 세단,Syros,False,2024-09-30,38725546,신용카드,1,오프라인,2019-08,멕시코,3
Andres Cruz,1980-11-14,45,여,934.925.8870x1407,psepulveda@venegas.info,"Pasaje Jiménez 914 Interior 869, San Aldo de la Montaña, YUC 94617",cristalocasio,2024-11-16,준대형 세단,Rio(pride),False,2025-03-03,35252704,현금,1,온라인,2022-06,멕시코,3
Diego Romero,1994-04-25,31,여,1-664-912-6044x3256,mariana02@hotmail.com,"Andador Camacho 476 Interior 223, Nueva Mozambique, SIN 08480-1985",hernan90,2024-10-31,소형 해치백,Tucson(NX4),False,2025-03-06,44467305,계좌이체,1,오프라인,2023-08,멕시코,0
Valeria Rivera,1980-02-28,45,여,596-228-5406x78263,urielmayorga@gmail.com,"Calzada México 725 Interior 560, Nueva Camerún, AGS 56802",emiliano47,2022-09-17,준중형 해치백,Tucson(NX4),False,2024-08-15,67824169,현금,1,오프라인,2020-08,멕시코,0
Sofia Martinez,1982-05-19,43,여,(449)128-5040,soteloolga@gmail.com,"Pasaje Sotelo 156 Interior 344, Vieja Tuvalu, NAY 60437",cristobalcaraballo,2024-02-24,준대형 세단,C'eed CUV,False,2024-05-02,44210320,신용카드,1,온라인,2023-11,멕시코,0
Lucia Rivera,1996-06-30,29,남,219.305.9067x59256,sfonseca@hotmail.com,"Circuito Quintero 941 Interior 696, San Liliana los bajos, CHIH 67499-7679",ypreciado,2024-05-24,준대형 세단,Zhipao,False,2024-07-03,58283331,계좌이체,1,온라인,2021-08,멕시코,0
Sofia Navarro,1985-03-03,40,남,1-367-363-3334x18920,guadalupe89@nino.info,"Andador Aguascalientes 275 418, San Esteban de la Montaña, QRO 84652-8651",ramiro41,2024-09-01,중형 세단,K3,False,2024-12-31,21019762,신용카드,1,온라인,2018-09,멕시코,3
